 # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue
#id=1
#text= Det var tilladt at slå fangerne i ansigtet eller maven.
40-39	har	have	VF:----:sa:----	
40-40	optrykt	optrykke	VT:siu#:t-:----	
40-41	i	i	T-:----:--:----	
40-42	sit	sin	PO:s--n:--:-3ys	
40-43	minutiøse	minutiøs	AC:sdu#:--:p---	
40-44	portræt	portræt	NC:siun:--:----	
40-45	af	af	T-:----:--:----	
40-46	Abdallah	Abdallah	NP:siu#:--:----	
40-47	al	al	NW:----:--:----	
40-48	-	-	ZH	
40-49	Ajmis	Ajmis	NP:sig#:--:----	
40-50	liv	liv	NC:siun:--:----	
40-51	og	og	CC:----:--:----	
40-52	død	død	NC:siuc:--:----	
40-53	.	.	ZP	

#id=41
#text= Ikke fordi vi forventer noget afgørende nyt i den gennemgnaskede historie, men alene for at få sat et ansigt på ' Stemmen'.
41-1	Ikke	ikke	:u---	
41-2	fordi	fordi	CS:----:--:----	
41-3	vi	vi	PP:p-nc:--:-1n-	
41-4	forventer	forvente	VF:----:sa:----	
41-5	noget	nogen	PI:s-un:--:----	
41-6	afgørende	afgørende	AD:----:--:p---	
41-7	nyt	ny	AC:siun:--:p---	
41-8	i	i	T-:----:--:----	
41-9	den	den	PM:s-uc:--:----	
41-10	gennemgnaskede	gennemgnaske	VP:sdu#:t-:----	
41-11	historie	historie	NC:siuc:--:----	
41-12	,	,	ZD	
41-13	men	men	CC:----:--:----	
41-14	alene	alene	D-:----:--:u---	
41-15	for	for	T-:----:--:----	
41-16	at	at	UI:----:--:----	
41-17	få	få	VI:----:-a:----	
41-18	sat	sætte	VT:siu#:t-:----	
41-19	et	en	PI:s-un:--:----	
41-20	ansigt	ansigt	NC:siun:--:----	
41-21	på	på	D-:----:--:u---	
41-22	'	'	ZA	
41-23	Stemmen	stemme	NW:----:--:----	
41-24	'	'	ZA	
41-25	.	.	ZP	

#id=42
#text=Stemmen' fra Peter Øvig Knudsens bøger om Blekingegadebanden har fået ansigt.
42-1	Stemmen	stemme	NW:----:--:----	
42-2	'	'	ZA	
42-3	fra	fra	T-:----:--:----	
42-4	Peter	Peter	NP:siu#:--:----	
42-5	Øvig	Øvig	NP:siu#:--:----	
42-6	Knudsens	Knudsen	NP:sig#:--:----	
42-7	bøger	bog	NC:piu#:--:----	
42-8	om	om	T-:----:--:----	
42-9	Blekingegadebanden	Blekingegadebanden	NP:siu#:--:----	
42-10	har	have	VF:----:sa:----	
42-11	fået	få	VT:siu#:t-:----	
42-12	ansigt	ansigt	NC:siun:--:----	
42-13	.	.	ZP	

#id=43
#text= Den bedragerisigtede Stein Bagger var i går i Københavns Byret for at vidne mod den 22-årige medindsatte i Vestre Fængsel, der slog ham på hans første gårdtur, så han måtte sys i ansigtet.
43-1	Den	den	PM:s-uc:--:----	
43-2	bedragerisigtede	igte	VP:sdu#:t-:----	
43-3	Stein	Stein	NP:siu#:--:----	
43-4	Bagger	Bagger	NP:siu#:--:----	
43-5	var	være	VF:----:ta:----	
43-6	i	i	T-:----:--:----	
43-7	går	går	NC:§§u§:--:----	
43-8	i	i	T-:----:--:----	
43-9	Københavns	København	NP:sig#:--:----	
43-10	Byret	byret	NC:siun:--:----	
43-11	for	for	T-:----:--:----	
43-12	at	at	UI:----:--:----	
43-13	vidne	vidne	VI:----:-a:----	
43-14	mod	mod	T-:----:--:----	
43-15	den	den	PM:s-uc:--:----	
43-16	22	22	LW:----:--:----	
43-17	-	-	ZH	
43-18	årige	årig	AC:sdu#:--:p---	
43-19	medindsatte	medindsat	AC:sdu#:--:p---	
43-20	i	i	T-:----:--:----	
43-21	Vestre	vestre	AC:§§u§:--:p---	
43-22	Fængsel	fængsel	NC:siun:--:----	
43-23	,	,	ZD	
43-24	der	der	US:----:--:----	
43-25	slog	slå	VF:----:ta:----	
43-26	ham	han	PP:s-uc:--:-3n-	
43-27	på	på	T-:----:--:----	
43-28	hans	hans	PO:#--#:--:-3ns	
43-29	første	første	AC:§§u§:--:p---	
43-30	gårdtur	gårdtur	NC:siuc:--:----	
43-31	,	,	ZD	
43-32	så	så	CS:----:--:----	
43-33	han	han	PP:s-nc:--:-3n-	
43-34	måtte	måtte	VF:----:ta:----	
43-35	sys	sy	VI:----:-p:----	
43-36	i	i	T-:----:--:----	
43-37	ansigtet	ansigt	NC:sdun:--:----	
43-38	.	.	ZP	

#id=44
#text= Han så ikke den person, der slog ham, og han afviste at rejse erstatningskrav, selv om overfaldet har givet ham et tydeligt ar i  ansigtet.
44-1	Han	han	PP:s-nc:--:-3n-	
44-2	så	så	D-:----:--:u---	
44-3	ikke	ikke	D-:----:--:u---	
44-4	den	den	PM:s-uc:--:----	
44-5	person	person	NC:siuc:--:----	
44-6	,	,	ZD	
44-7	der	der	US:----:--:----	
44-8	slog	slå	VF:----:ta:----	
44-9	ham	han	PP:s-uc:--:-3n-	
44-10	,	,	ZD	
44-11	og	og	CC:----:--:----	
44-12	han	han	PP:s-nc:--:-3n-	
44-13	afviste	afvise	VF:----:ta:----	
44-14	at	at	UI:----:--:----	
44-15	rejse	rejse	VI:----:-a:----	
44-16	erstatningskrav	erstatningskrav	NC:siun:--:----	
44-17	,	,	ZD	
44-18	selv	selv	D-:----:--:u---	
44-19	om	om	T-:----:--:----	
44-20	overfaldet	overfald	NC:sdun:--:----	
44-21	har	have	VF:----:sa:----	
44-22	givet	give	VT:siu#:t-:----	
44-23	ham	han	PP:s-uc:--:-3n-	
44-24	et	en	PI:s-un:--:----	
44-25	tydeligt	tydelig	AC:siun:--:p---	
44-26	ar	ar	NC:siun:--:----	
44-27	i	i	T-:----:--:----	
44-28	ansigtet	ansigt	NC:sdun:--:----	
44-29	.	.	ZP	

#id=45
#text= Til gengæld er den meget flot filmet, og kameraet får lov til at dvæle ved alle de maleriske detaljer fra 1600-tallets Delft og ikke mindst Scarlett Johanssons betagende ansigt, således at man forstår malerens fascination af pigen.
45-1	Til	til	T-:----:--:----	
45-2	gengæld	gengæld	NC:siuc:--:----	
45-3	er	være	VF:----:sa:----	
45-4	den	den	PM:s-uc:--:----	
45-5	meget	megen	AD:----:--:p---	
45-6	flot	flot	AD:----:--:p---	
45-7	filmet	filme	VT:siu#:t-:----	
45-8	,	,	ZD	
45-9	og	og	CC:----:--:----	
45-10	kameraet	kamera	NC:sdun:--:----	
45-11	får	få	VF:----:sa:----	
45-12	lov	lov	NC:§§u§:--:----	
45-13	til	til	T-:----:--:----	
45-14	at	at	UI:----:--:----	
45-15	dvæle	dvæle	VI:----:-a:----	
45-16	ved	ved	T-:----:--:----	
45-17	alle	al	PI:p-u#:--:----	
45-18	de	den	PM:p-u#:--:----	
45-19	maleriske	malerisk	AC:p#u#:--:p---	
45-20	detaljer	detalje	NC:piu#:--:----	
45-21	fra	fra	T-:----:--:----	
45-22	1600	1600	LC:--u-:--:----	
45-23	-	-	ZH	
45-24	tallets	tal	NC:sdgn:--:----	
45-25	Delft	Delft	NP:siu#:--:----	
45-26	og	og	CC:----:--:----	
45-27	ikke	ikke	D-:----:--:u---	
45-28	mindst	liden	AD:----:--:s---	
45-29	Scarlett	Scarlett	NP:siu#:--:----	
45-30	Johanssons	Johansson	NP:sig#:--:----	
45-31	betagende	betagende	AC:§§u§:--:p---	
45-32	ansigt	ansigt	NC:siun:--:----	
45-33	,	,	ZD	
45-34	således	således	D-:----:--:u---	
45-35	at	at	CS:----:--:----	
45-36	man	man	PI:#-uc:--:----	
45-37	forstår	forstå	VF:----:sa:----	
45-38	malerens	maler	NC:sdgc:--:----	
45-39	fascination	fascination	NC:siuc:--:----	
45-40	af	af	T-:----:--:----	
45-41	pigen	pige	--:----	
45-42	.	.	ZP	

#id=46
#text=Simelane var blevet brutalt banket, gruppevoldtaget og stukket 25 gange i ansigtet, i brystet og i benene.
46-1	Simelane	Simelane	NP:siu#:--:----	
46-2	var	være	VF:----:ta:----	
46-3	blevet	blive	VT:siu#:t-:----	
46-4	brutalt	brutal	AD:----:--:p---	
46-5	banket	banke	VT:siu#:t-:----	
46-6	,	,	ZD	
46-7	gruppevoldtaget	gruppevoldtage	VT:siu#:t-:----	
46-8	og	og	CC:----:--:----	
46-9	stukket	stikke	VT:siu#:t-:----	
46-10	25	25	LC:--u-:--:----	
46-11	gange	gang	NC:piu#:--:----	
46-12	i	i	T-:----:--:----	
46-13	ansigtet	ansigt	NC:sdun:--:----	
46-14	,	,	ZD	
46-15	i	i	T-:----:--:----	
46-16	brystet	bryst	NC:sdun:--:----	
46-17	og	og	CC:----:--:----	
46-18	i	i	T-:----:--:----	
46-19	benene	ben	NC:pdu#:--:----	
46-20	.	.	ZP	

#id=47
#text= En lesbisk kvinde virker som et slag i ansigtet på denne form for maskulinitet".
47-1	En	en	PI:s-uc:--:----	
47-2	lesbisk	lesbisk	AC:siuc:--:p---	
47-3	kvinde	kvinde	NC:siuc:--:----	
47-4	virker	virke	VF:----:sa:----	
47-5	som	som	US:----:--:----	
47-6	et	en	PI:s-un:--:----	
47-7	slag	slag	NC:siun:--:----	
47-8	i	i	T-:----:--:----	
47-9	ansigtet	ansigt	NC:sdun:--:----	
47-10	på	på	T-:----:--:----	
47-11	denne	denne	PM:s-uc:--:----	
47-12	form	form	NC:siuc:--:----	
47-13	for	for	T-:----:--:----	
47-14	maskulinitet	maskulinitet	NC:siuc:--:----	
47-15	"	"	ZI	
47-16	.	.	ZP	

#id=48
#text= En lesbisk kvinde virker som et slag i ansigtet på denne form for maskulinitet Carrei Shelver, kvinderettighedsgruppen Powa.
48-1	En	en	PI:s-uc:--:----	
48-2	lesbisk	lesbisk	AC:siuc:--:p---	
48-3	kvinde	kvinde	NC:siuc:--:----	
48-4	virker	virke	VF:----:sa:----	
48-5	som	som	US:----:--:----	
48-6	et	en	PI:s-un:--:----	
48-7	slag	slag	NC:siun:--:----	
48-8	i	i	T-:----:--:----	
48-9	ansigtet	ansigt	NC:sdun:--:----	
48-10	på	på	T-:----:--:----	
48-11	denne	denne	--:----	
48-12	form	form	NC:siuc:--:----	
48-13	for	for	T-:----:--:----	
48-14	maskulinitet	maskulinitet	NC:siuc:--:----	
48-15	Carrei	Carrei	NP:siu#:--:----	
48-16	Shelver	Shelver	NP:siu#:--:----	
48-17	,	,	ZD	
48-18	kvinderettighedsgruppen	kvinderettighedsgruppe	NC:sduc:--:----	
48-19	Powa	Powa	NP:siu#:--:----	
48-20	.	.	ZP	

#id=49
#text=På store bannere ved siden af teltet ses et sky, drenget ansigt.
49-1	På	på	T-:----:--:----	
49-2	store	stor	AC:p#u#:--:p---	
49-3	bannere	banner	NC:piu#:--:----	
49-4	ved	ved	T-:----:--:----	
49-5	siden	side	NC:sduc:--:----	
49-6	af	af	T-:----:--:----	
49-7	teltet	telt	NC:sdun:--:----	
49-8	ses	se	VF:----:sp:----	
49-9	et	en	PI:s-un:--:----	
49-10	sky	sky	NC:siuc:--:----	
49-11	,	,	ZD	
49-12	drenget	drenget	AC:siu§:--:p---	
49-13	ansigt	ansigt	NC:siun:--:----	
49-14	.	.	ZP	

#id=50
#text=Men omsorgssvigt har mange ansigter.
50-1	Men	men	CC:----:--:----	
50-2	omsorgssvigt	omsorgssvigt	NC:siun:--:----	
50-3	har	have	VF:----:sa:----	
50-4	mange	mangen	AC:p#u#:--:p---	
50-5	ansigter	ansigt	NC:piu#:--:----	
50-6	.	.	ZP	

#id=51
#text=Desværre er der ikke nogen nemme løsninger på problemerne, da omsorgssvigt som sagt har mange ansigter og finder sted i alle samfundslag.
51-1	Desværre	desværre	D-:----:--:u---	
51-2	er	være	VF:----:sa:----	
51-3	der	der	US:----:--:----	
51-4	ikke	ikke	D-:----:--:u---	
51-5	nogen	nogen	PI:s-uc:--:----	
51-6	nemme	nem	AC:p#u#:--:p---	
51-7	løsninger	løsning	NC:piu#:--:----	
51-8	på	på	T-:----:--:----	
51-9	problemerne	problem	NC:pdu#:--:----	
51-10	,	,	ZD	
51-11	da	da	CS:----:--:----	
51-12	omsorgssvigt	omsorgssvigt	NC:piu#:--:----	
51-13	som	som	US:----:--:----	
51-14	sagt	sige	VT:siu#:t-:----	
51-15	har	have	VF:----:sa:----	
51-16	mange	mangen	AC:p#u#:--:p---	
51-17	ansigter	ansigt	NC:piu#:--:----	
51-18	og	og	CC:----:--:----	
51-19	finder	finde	VF:----:sa:----	
51-20	sted	sted	NC:siun:--:----	
51-21	i	i	T-:----:--:----	
51-22	alle	al	PI:p-u#:--:----	
51-23	samfundslag	samfundslag	NC:piu#:--:----	
51-24	.	.	ZP	

#id=52
#text=Omsorgssvigt har mange ansigter og finder sted i  alle samfundslag.
52-1	Omsorgssvigt	omsorgssvigt	NC:siun:--:----	
52-2	har	have	VF:----:sa:----	
52-3	mange	mangen	AC:p#u#:--:p---	
52-4	ansigter	ansigt	NC:piu#:--:----	
52-5	og	og	CC:----:--:----	
52-6	finder	finde	VF:----:sa:----	
52-7	sted	sted	NC:siun:--:----	
52-8	i	i	T-:----:--:----	
52-9	alle	al	PI:p-u#:--:----	
52-10	samfundslag	samfundslag	NC:piu#:--:----	
52-11	.	.	ZP	

#id=53
#text=Med hurtige bevægelser arbejder de to malere sig ind mod midten, mens den hvide farve overtager træstammer, krukker med ansigter og fantasidyr i kunstneren Ida Kvetnys farve-eksplosion af et vægmaleri.
53-1	Med	med	T-:----:--:----	
53-2	hurtige	hurtig	AC:p#u#:--:p---	
53-3	bevægelser	bevægelse	NC:piu#:--:----	
53-4	arbejder	arbejde	VF:----:sa:----	
53-5	de	den	PM:p-u#:--:----	
53-6	to	to	LC:--u-:--:----	
53-7	malere	malere	XY:----:--:----	
53-8	sig	sig	PP:#-u#:--:-3y-	
53-9	ind	ind	D-:----:--:u---	
53-10	mod	mod	T-:----:--:----	
53-11	midten	midte	NC:sduc:--:----	
53-12	,	,	ZD	
53-13	mens	mens	CS:----:--:----	
53-14	den	den	PM:s-uc:--:----	
53-15	hvide	hvid	AC:sdu#:--:p---	
53-16	farve	farve	NC:siuc:--:----	
53-17	overtager	overtage	VF:----:sa:----	
53-18	træstammer	træstamme	NC:piu#:--:----	
53-19	,	,	ZD	
53-20	krukker	krukke	NC:piu#:--:----	
53-21	med	med	T-:----:--:----	
53-22	ansigter	ansigt	NC:piu#:--:----	
53-23	og	og	CC:----:--:----	
53-24	fantasidyr	fantasidyr	NC:siun:--:----	
53-25	i	i	T-:----:--:----	
53-26	kunstneren	kunstner	NC:sduc:--:----	
53-27	Ida	Ida	NP:siu#:--:----	
53-28	Kvetnys	Kvetnys	NP:sig#:--:----	
53-29	farve	farve	NW:----:--:----	
53-30	-	-	ZH	
53-31	eksplosion	eksplosion	NC:siuc:--:----	
53-32	af	af	T-:----:--:----	
53-33	et	en	PI:s-un:--:----	
53-34	vægmaleri	vægmaleri	NC:siun:--:----	
53-35	.	.	ZP	

#id=54
#text=Derek Bulmer holder bogen frem for sig med begge hænder, så den skjuler det meste af hans ansigt.
54-1	Derek	Derek	NP:siu#:--:----	
54-2	Bulmer	Bulmer	NP:siu#:--:----	
54-3	holder	holde	VF:----:sa:----	
54-4	bogen	bog	NC:sduc:--:----	
54-5	frem	frem	D-:----:--:u---	
54-6	for	for	T-:----:--:----	
54-7	sig	sig	PP:#-u#:--:-3y-	
54-8	med	med	T-:----:--:----	
54-9	begge	begge	PM:p-u#:--:----	
54-10	hænder	hånd	NC:piu#:--:----	
54-11	,	,	ZD	
54-12	så	så	CS:----:--:----	
54-13	den	den	PP:s-uc:--:-3n-	
54-14	skjuler	skjule	VF:----:sa:----	
54-15	det	den	PM:s-un:--:----	
54-16	meste	megen	AC:sdu#:--:s---	
54-17	af	af	T-:----:--:----	
54-18	hans	hans	PO:#--#:--:-3ns	
54-19	ansigt	ansigt	NC:siun:--:----	
54-20	.	.	ZP	

#id=55
#text= "Ingen billeder af hans ansigt".
55-1	"	"	ZI	
55-2	Ingen	ingen	uc:--:----	
55-3	billeder	billede	NC:piu#:--:----	
55-4	af	af	T-:----:--:----	
55-5	hans	hans	PO:#--#:--:-3ns	
55-6	ansigt	ansigt	NC:siun:--:----	
55-7	"	"	ZI	
55-8	.	.	ZP	

#id=56
#text= Og  det var malet i ansigterne på de tavse tilskuere på fortove og i vinduer, da kisten med Mustafa Hsownay i går eftermiddag blev kørt ad Nørrebrogade i København.
56-1	Og	og	CC:----:--:----	
56-2	det	det	PP:s-un:--:-3n-	
56-3	var	være	VF:----:ta:----	
56-4	malet	male	VT:siu#:t-:----	
56-5	i	i	T-:----:--:----	
56-6	ansigterne	ansigt	NC:pdu#:--:----	
56-7	på	på	T-:----:--:----	
56-8	de	den	PM:p-u#:--:----	
56-9	tavse	tavs	AC:p#u#:--:p---	
56-10	tilskuere	tilskuer	NC:piu#:--:----	
56-11	på	på	T-:----:--:----	
56-12	fortove	fortov	NC:piu#:--:----	
56-13	og	og	CC:----:--:----	
56-14	i	i	T-:----:--:----	
56-15	vinduer	vindue	NC:piu#:--:----	
56-16	,	,	ZD	
56-17	da	da	CS:----:--:----	
56-18	kisten	kiste	NC:sduc:--:----	
56-19	med	med	T-:----:--:----	
56-20	Mustafa	Mustafa	NP:siu#:--:----	
56-21	Hsownay	Hsownay	NP:siu#:--:----	
56-22	i	i	T-:----:--:----	
56-23	går	går	NC:§§u§:--:----	
56-24	eftermiddag	eftermiddag	NC:siuc:--:----	
56-25	blev	blive	VF:----:ta:----	
56-26	kørt	køre	VT:siu#:t-:----	
56-27	ad	ad	T-:----:--:----	
56-28	Nørrebrogade	Nørrebrogade	NP:siu#:--:----	
56-29	i	i	T-:----:--:----	
56-30	København	København	NP:siu#:--:----	
56-31	.	.	ZP	

#id=57
#text= Inden for ni minutter blev tre mænd lørdag morgen sprøjtet i ansigtet  med peberspray tre forskellige steder i København.
57-1	Inden	inden	D-:----:--:u---	
57-2	for	for	T-:----:--:----	
57-3	ni	ni	LC:--u-:--:----	
57-4	minutter	minut	NC:piu#:--:----	
57-5	blev	blive	VF:----:ta:----	
57-6	tre	tre	LC:--u-:--:----	
57-7	mænd	mand	NC:piu#:--:----	
57-8	lørdag	lørdag	NC:siuc:--:----	
57-9	morgen	morgen	NC:siuc:--:----	
57-10	sprøjtet	sprøjte	VT:siu#:t-:----	
57-11	i	i	--:----	
57-12	ansigtet	ansigt	NC:sdun:--:----	
57-13	med	med	T-:----:--:----	
57-14	peberspray	peberspray	NC:siuc:--:----	
57-15	tre	tre	LC:--u-:--:----	
57-16	forskellige	forskellig	AC:p#u#:--:p---	
57-17	steder	sted	NC:piu#:--:----	
57-18	i	i	T-:----:--:----	
57-19	København	København	NP:siu#:--:----	
57-20	.	.	ZP	

#id=58
#text=Med ansigtet lagt i alvorstunge folder forklarede justitsminister Brian Mikkelsen (K), at regeringen agtede at slå kraftigt ned på de bandemedlemmer, der i dag gør Nørrebros gader utrygge.
58-1	Med	med	T-:----:--:----	
58-2	ansigtet	ansigt	NC:sdun:--:----	
58-3	lagt	lægge	VT:siu#:t-:----	
58-4	i	i	T-:----:--:----	
58-5	alvorstunge	alvorstung	AC:p#u#:--:p---	
58-6	folder	fold	NC:piu#:--:----	
58-7	forklarede	forklare	VF:----:ta:----	
58-8	justitsminister	justitsminister	NC:siuc:--:----	
58-9	Brian	Brian	NP:siu#:--:----	
58-10	Mikkelsen	Mikkelsen	NP:siu#:--:----	
58-11	(	(	ZD	
58-12	K	K	NP:siu#:--:----	
58-13	)	)	ZD	
58-14	,	,	ZD	
58-15	at	at	CS:----:--:----	
58-16	regeringen	regering	NC:sduc:--:----	
58-17	agtede	agte	VF:----:ta:----	
58-18	at	at	UI:----:--:----	
58-19	slå	slå	VI:----:-a:----	
58-20	kraftigt	kraftig	AD:----:--:p---	
58-21	ned	ned	D-:----:--:u---	
58-22	på	på	T-:----:--:----	
58-23	de	den	PM:p-u#:--:----	
58-24	bandemedlemmer	bandemedlem	NC:piu#:--:----	
58-25	,	,	ZD	
58-26	der	der	US:----:--:----	
58-27	i	i	T-:----:--:----	
58-28	dag	dag	NC:siuc:--:----	
58-29	gør	gøre	VF:----:sa:----	
58-30	Nørrebros	Nørrebro	NP:sig#:--:----	
58-31	gader	gade	NC:piu#:--:----	
58-32	utrygge	utryg	AC:p#u#:--:p---	
58-33	.	.	ZP	

#id=59
#text= Familien frygter, at de aldrig vil få en fredelig dag, hvis det lykkes disse medier at opspore dem og bringe deres ansigter i alverdens aviser og tv-programmer.
59-1	Familien	familie	NC:sduc:--:----	
59-2	frygter	frygte	VF:----:sa:----	
59-3	,	,	ZD	
59-4	at	at	CS:----:--:----	
59-5	de	de	PP:p-n#:--:-3n-	
59-6	aldrig	aldrig	D-:----:--:u---	
59-7	vil	ville	VF:----:sa:----	
59-8	få	få	VI:----:-a:----	
59-9	en	en	PI:s-uc:--:----	
59-10	fredelig	fredelig	AC:siuc:--:p---	
59-11	dag	dag	NC:siuc:--:----	
59-12	,	,	ZD	
59-13	hvis	hvis	CS:----:--:----	
59-14	det	det	PP:s-un:--:-3n-	
59-15	lykkes	lykkes	VF:----:sp:----	
59-16	disse	denne	PM:p-u#:--:----	
59-17	medier	medie	NC:piu#:--:----	
59-18	at	at	UI:----:--:----	
59-19	opspore	opspore	VI:----:-a:----	
59-20	dem	de	PP:p-u#:--:-3n-	
59-21	og	og	CC:----:--:----	
59-22	bringe	bringe	VI:----:-a:----	
59-23	deres	deres	PO:#--#:--:-3np	
59-24	ansigter	ansigt	NC:piu#:--:----	
59-25	i	i	T-:----:--:----	
59-26	alverdens	alverden	NC:sigc:--:----	
59-27	aviser	avis	NC:piu#:--:----	
59-28	og	og	CC:----:--:----	
59-29	tv	tv	NW:----:--:----	
59-30	-	-	ZH	
59-31	programmer	program	NC:piu#:--:----	
59-32	.	.	ZP	

#id=60
#text=Med et pur af kridhvidt hår og et hageskæg af samme luftige kvalitet ser Wole Soyinka ud, som om hans ansigt titter ud fra en sky.
60-1	Med	med	T-:----:--:----	
60-2	et	en	PI:s-un:--:----	
60-3	pur	pur	NC:siun:--:----	
60-4	af	af	T-:----:--:----	
60-5	kridhvidt	kridhvid	AC:siun:--:p---	
60-6	hår	hår	NC:siun:--:----	
60-7	og	og	CC:----:--:----	
60-8	et	en	PI:s-un:--:----	
60-9	hageskæg	hageskæg	NC:siun:--:----	
60-10	af	af	T-:----:--:----	
60-11	samme	samme	AC:§§u§:--:p---	
60-12	luftige	luftig	AC:sdu#:--:p---	
60-13	kvalitet	kvalitet	NC:siuc:--:----	
60-14	ser	se	VF:----:sa:----	
60-15	Wole	Wole	NP:siu#:--:----	
60-16	Soyinka	Soyinka	NP:siu#:--:----	
60-17	ud	ud	D-:----:--:u---	
60-18	,	,	ZD	
60-19	som	som	US:----:--:----	
60-20	om	om	T-:----:--:----	
60-21	hans	hans	PO:#--#:--:-3ns	
60-22	ansigt	ansigt	NC:siun:--:----	
60-23	titter	titte	VF:----:sa:----	
60-24	ud	ud	D-:----:--:u---	
60-25	fra	fra	T-:----:--:----	
60-26	en	en	PI:s-uc:--:----	
60-27	sky	sky	NC:siuc:--:----	
60-28	.	.	ZP	

#id=61
#text= Man kommer et par steder ganske tæt på hende, kan se hendes hår, hendes hud med årerne under hudens pergament, hendes krop og ansigt, og man bemærker - foruroliget - det mærkeligt tomme blik.
61-1	Man	man	PI:#-uc:--:----	
61-2	kommer	komme	VF:----:sa:----	
61-3	et	en	PI:s-un:--:----	
61-4	par	par	NC:siun:--:----	
61-5	steder	stede	VF:----:sa:----	
61-6	ganske	ganske	D-:----:--:u---	
61-7	tæt	tæt	AD:----:--:p---	
61-8	på	på	T-:----:--:----	
61-9	hende	hun	PP:s-uc:--:-3n-	
61-10	,	,	ZD	
61-11	kan	kunne	VF:----:sa:----	
61-12	se	se	VI:----:-a:----	
61-13	hendes	hendes	PO:#--#:--:-3ns	
61-14	hår	hår	NC:siun:--:----	
61-15	,	,	ZD	
61-16	hendes	hendes	PO:#--#:--:-3ns	
61-17	hud	hud	NC:siuc:--:----	
61-18	med	med	T-:----:--:----	
61-19	årerne	åre	NC:pdu#:--:----	
61-20	under	under	T-:----:--:----	
61-21	hudens	hud	NC:sdgc:--:----	
61-22	pergament	pergament	NC:siun:--:----	
61-23	,	,	ZD	
61-24	hendes	hendes	PO:#--#:--:-3ns	
61-25	krop	krop	NC:siuc:--:----	
61-26	og	og	CC:----:--:----	
61-27	ansigt	ansigt	NC:siun:--:----	
61-28	,	,	ZD	
61-29	og	og	CC:----:--:----	
61-30	man	man	PI:#-uc:--:----	
61-31	bemærker	bemærke	VF:----:sa:----	
61-32	-	-	NC:piu#:--:----	
61-33	foruroliget	forurolige	VT:siu#:t-:----	
61-34	-	-	NC:piu#:--:----	
61-35	det	det	XY:----:--:----	
61-36	mærkeligt	mærkelig	AD:----:--:p---	
61-37	tomme	tom	AC:sdu#:--:p---	
61-38	blik	blik	NC:siun:--:----	
61-39	.	.	ZP	

#id=62
#text=Hans grønne øjne var smalle, ondsindede streger i et solbrændt ansigt, og når han smed den godt gennemtyggede cerutstump fra sig, var det typisk for at gribe om seksløberen og sprede død.
62-1	Hans	hans	PO:#--#:--:-3ns	
62-2	grønne	grøn	AC:p#u#:--:p---	
62-3	øjne	øje	NC:piu#:--:----	
62-4	var	være	VF:----:ta:----	
62-5	smalle	smalle	VI:----:-a:----	
62-6	,	,	ZD	
62-7	ondsindede	ondsindet	AC:p#u#:--:p---	
62-8	streger	streg	NC:piu#:--:----	
62-9	i	i	T-:----:--:----	
62-10	et	en	PI:s-un:--:----	
62-11	solbrændt	solbrændt	AC:siu§:--:p---	
62-12	ansigt	ansigt	NC:siun:--:----	
62-13	,	,	ZD	
62-14	og	og	CC:----:--:----	
62-15	når	når	CS:----:--:----	
62-16	han	han	PP:s-nc:--:-3n-	
62-17	smed	smide	VF:----:ta:----	
62-18	den	den	PM:s-uc:--:----	
62-19	godt	god	AD:----:--:p---	
62-20	gennemtyggede	gennemtygge	VP:sdu#:t-:----	
62-21	cerutstump	cerutstump	NC:siuc:--:----	
62-22	fra	fra	T-:----:--:----	
62-23	sig	sig	PP:#-u#:--:-3y-	
62-24	,	,	ZD	
62-25	var	være	VF:----:ta:----	
62-26	det	det	PP:s-un:--:-3n-	
62-27	typisk	typisk	AD:----:--:p---	
62-28	for	for	T-:----:--:----	
62-29	at	at	UI:----:--:----	
62-30	gribe	gribe	VI:----:-a:----	
62-31	om	om	T-:----:--:----	
62-32	seksløberen	seksløber	NC:sduc:--:----	
62-33	og	og	CC:----:--:----	
62-34	sprede	sprede	VI:----:-a:----	
62-35	død	død	AC:siuc:--:p---	
62-36	.	.	ZP	

#id=63
#text= den høje, hvælvede skaldepande, der nærmest er blevet et ikonisk tegn for Shakespeares ansigt.
63-1	den	den	PM:s-uc:--:----	
63-2	høje	høj	AC:sdu#:--:p---	
63-3	,	,	ZD	
63-4	hvælvede	hvælve	VP:p#u#:t-:----	
63-5	skaldepande	skaldepande	NC:siuc:--:----	
63-6	,	,	ZD	
63-7	der	der	US:----:--:----	
63-8	nærmest	nær	AD:----:--:s---	
63-9	er	være	VF:----:sa:----	
63-10	blevet	blive	VT:siu#:t-:----	
63-11	et	en	PI:s-un:--:----	
63-12	ikonisk	ikonisk	AC:siun:--:p---	
63-13	tegn	tegn	NC:siun:--:----	
63-14	for	for	T-:----:--:----	
63-15	Shakespeares	Shakespeares	NP:sig#:--:----	
63-16	ansigt	ansigt	NC:siun:--:----	
63-17	.	.	ZP	

#id=64
